"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE"
"one",91146,0,74,870447,267,1,1,"very_sat","very_high","considering","STAY"
"zero",51112,0,0,638240,359,0,11,"unsat","little","considering","STAY"
"one",73259,0,22,357413,264,1,5,"very_sat","little","no","STAY"
"one",38480,0,81,428110,217,3,5,"unsat","high","perhaps","LEAVE"
"zero",112197,49,87,197727,619,5,2,"unsat","very_little","considering","STAY"
"zero",38876,154,41,497573,150,12,2,"very_unsat","high","no","STAY"
"one",154164,76,58,202032,790,4,1,"very_sat","little","considering","STAY"
"zero",87123,61,0,259368,233,3,4,"very_sat","very_little","no","LEAVE"
"one",137733,74,22,882892,788,5,5,"very_sat","little","actively_looking_into_it","LEAVE"
"one",143528,0,46,266773,481,4,2,"unsat","little","considering","STAY"
"zero",51343,41,34,268647,314,4,2,"very_unsat","little","considering","LEAVE"
"zero",142177,199,64,283824,544,4,13,"very_unsat","very_high","considering","LEAVE"
"one",29336,0,11,506905,195,0,10,"unsat","very_little","considering","LEAVE"
"zero",51581,0,38,410670,252,0,2,"avg","high","actively_looking_into_it","LEAVE"
"zero",145564,62,0,190213,564,4,8,"very_sat","high","never_thought","STAY"
"zero",46663,43,7,982337,428,4,5,"very_sat","very_high","perhaps","STAY"
"zero",44431,0,0,526596,297,1,15,"very_sat","very_little","never_thought","LEAVE"
"zero",33461,49,46,373922,209,3,2,"very_sat","very_little","considering","LEAVE"
"one",32329,213,15,150581,161,28,6,"very_unsat","little","no","LEAVE"
"one",87268,64,81,432619,338,4,1,"very_unsat","little","considering","LEAVE"
"one",138517,67,7,233892,667,5,4,"avg","avg","actively_looking_into_it","LEAVE"
"one",70750,210,0,225574,379,18,14,"very_unsat","high","considering","LEAVE"
"one",98363,243,25,660153,358,24,1,"unsat","avg","actively_looking_into_it","STAY"
"one",54087,56,7,268052,392,5,5,"avg","very_high","considering","LEAVE"
"zero",32842,201,40,669920,132,15,1,"very_unsat","very_little","considering","LEAVE"
"one",90632,181,83,903098,258,24,2,"unsat","very_high","never_thought","STAY"
"zero",43700,26,57,383016,156,5,1,"very_sat","little","no","LEAVE"
"zero",82332,0,68,454886,314,1,1,"unsat","very_high","actively_looking_into_it","STAY"
"zero",88191,0,0,849235,391,4,4,"very_sat","very_little","never_thought","LEAVE"
"zero",86882,0,16,819227,172,0,6,"very_sat","very_high","no","STAY"
"zero",46699,176,81,958151,234,18,1,"very_sat","very_little","perhaps","STAY"
"one",146115,0,0,227508,427,0,12,"very_sat","very_high","considering","STAY"
"one",96480,57,30,611683,361,3,2,"very_unsat","high","considering","STAY"
"one",38233,258,11,633995,208,22,1,"unsat","very_little","actively_looking_into_it","STAY"
"one",99950,64,51,530338,366,4,2,"very_unsat","avg","considering","STAY"
"one",77377,0,0,900613,343,1,11,"very_unsat","little","never_thought","STAY"
"zero",28794,166,75,551787,179,12,2,"very_unsat","very_high","considering","LEAVE"
"one",68504,236,21,708347,361,12,5,"very_unsat","very_high","considering","STAY"
"one",27669,167,5,243580,244,20,4,"very_unsat","little","perhaps","LEAVE"
"zero",25619,166,85,436096,203,3,1,"very_sat","very_high","considering","LEAVE"
"one",138163,0,53,956571,514,0,2,"sat","little","considering","LEAVE"
"zero",41713,0,0,365450,213,0,14,"very_unsat","very_little","never_thought","STAY"
"one",88692,43,0,317146,274,4,14,"unsat","little","considering","STAY"
"one",136818,227,37,295393,483,26,4,"unsat","very_high","no","LEAVE"
"zero",149296,69,0,739773,764,3,11,"avg","very_high","no","STAY"
"one",73174,0,54,378938,270,1,1,"very_sat","very_high","considering","LEAVE"
"one",26629,0,74,318189,424,3,2,"very_unsat","very_high","considering","LEAVE"
"zero",134513,41,0,253245,442,4,11,"very_sat","little","actively_looking_into_it","STAY"
"one",37106,208,73,765397,235,17,1,"avg","avg","actively_looking_into_it","STAY"
"one",103746,153,65,150116,746,17,1,"very_unsat","little","no","LEAVE"
"zero",90037,0,19,262694,773,0,4,"very_sat","little","actively_looking_into_it","STAY"
"one",102201,0,0,339684,843,0,13,"very_unsat","very_high","perhaps","LEAVE"
"zero",156703,216,52,966576,854,11,1,"very_unsat","very_high","considering","LEAVE"
"one",105002,182,17,606536,358,14,6,"unsat","little","considering","LEAVE"
"one",50743,0,22,430005,318,16,5,"unsat","very_high","actively_looking_into_it","STAY"
"zero",157614,0,57,799885,431,1,2,"very_unsat","very_high","no","STAY"
"one",124694,54,10,371928,622,5,5,"very_sat","very_little","considering","STAY"
"one",46394,47,0,250623,179,4,14,"unsat","little","never_thought","STAY"
"one",124356,66,6,244773,432,5,5,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",33980,0,0,552261,175,16,1,"very_unsat","very_high","no","STAY"
"one",120447,0,22,230223,504,0,4,"unsat","very_little","considering","STAY"
"one",94037,0,43,275472,263,1,2,"avg","very_little","no","STAY"
"zero",87439,0,9,870748,196,0,4,"unsat","very_little","considering","STAY"
"zero",115046,66,49,981760,662,4,1,"unsat","avg","no","STAY"
"one",148276,71,13,487533,648,4,8,"very_unsat","little","actively_looking_into_it","STAY"
"zero",139968,167,16,274461,714,26,6,"unsat","little","actively_looking_into_it","LEAVE"
"one",156211,190,0,179411,454,17,13,"unsat","very_high","actively_looking_into_it","STAY"
"zero",85951,0,0,969622,278,1,14,"unsat","little","considering","STAY"
"zero",69992,252,0,250526,333,21,6,"avg","high","considering","STAY"
"zero",25528,0,7,196573,238,0,6,"avg","little","considering","STAY"
"zero",58111,50,0,177314,252,25,10,"very_unsat","high","considering","LEAVE"
"zero",110980,119,0,947308,879,28,13,"very_unsat","high","actively_looking_into_it","LEAVE"
"zero",47276,43,0,302624,445,29,14,"very_sat","little","considering","STAY"
"zero",25137,61,0,244287,195,3,14,"very_unsat","little","considering","STAY"
"one",94801,200,7,518975,287,12,6,"very_sat","high","no","LEAVE"
"zero",131154,0,0,691019,815,0,10,"unsat","very_high","considering","LEAVE"
"one",90376,50,51,666664,335,4,2,"sat","little","no","LEAVE"
"one",27506,71,0,574742,165,4,9,"very_unsat","little","considering","LEAVE"
"zero",151930,203,0,378740,548,11,10,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",34958,56,62,374130,148,3,1,"very_sat","high","considering","LEAVE"
"one",22432,198,57,684929,138,28,1,"very_sat","very_little","actively_looking_into_it","STAY"
"zero",116139,224,51,153384,870,18,1,"avg","very_high","actively_looking_into_it","LEAVE"
"one",37615,0,57,279990,177,0,2,"very_sat","little","actively_looking_into_it","STAY"
"zero",58761,179,13,261039,368,3,5,"very_sat","little","no","STAY"
"one",150979,177,18,567498,531,25,5,"unsat","very_high","considering","STAY"
"one",96661,0,72,705557,333,4,2,"very_sat","very_little","actively_looking_into_it","STAY"
"one",155213,0,19,943512,817,1,4,"unsat","avg","no","STAY"
"one",28600,0,61,162838,141,1,2,"very_sat","very_high","no","STAY"
"one",94456,147,79,569039,335,22,2,"very_unsat","very_little","considering","LEAVE"
"one",90862,225,0,672989,310,10,12,"very_sat","little","actively_looking_into_it","STAY"
"one",29631,232,0,283802,153,0,11,"unsat","very_high","considering","LEAVE"
"one",67794,195,37,441568,265,17,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",119116,221,0,386368,606,17,13,"very_sat","very_little","considering","STAY"
"one",68422,0,15,408220,310,1,5,"very_sat","very_high","actively_looking_into_it","STAY"
"zero",39033,217,17,323674,160,25,4,"very_unsat","little","considering","LEAVE"
"one",53455,228,12,792847,263,24,6,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",53880,214,34,803322,374,5,1,"very_unsat","avg","never_thought","STAY"
"one",121842,51,23,698505,435,5,4,"unsat","little","considering","STAY"
"one",76086,232,11,696832,448,23,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",76732,170,77,704800,358,15,1,"very_unsat","little","actively_looking_into_it","STAY"
"one",83706,62,51,911900,395,27,2,"unsat","little","considering","STAY"
"zero",50982,0,70,150820,257,18,1,"avg","avg","never_thought","LEAVE"
"zero",117107,214,58,469480,194,13,2,"very_unsat","high","actively_looking_into_it","LEAVE"
"zero",68058,214,0,806629,347,16,10,"very_sat","very_high","considering","STAY"
"zero",34815,0,13,696062,142,29,6,"very_sat","very_high","considering","STAY"
"zero",130651,208,0,265838,508,15,9,"very_sat","very_little","never_thought","STAY"
"one",36132,0,0,909924,212,0,15,"unsat","very_high","considering","STAY"
"one",81180,48,0,956226,379,3,10,"unsat","little","no","STAY"
"zero",122145,46,20,756592,844,5,4,"very_sat","very_high","no","LEAVE"
"one",99277,69,79,206840,337,3,2,"unsat","little","perhaps","LEAVE"
"one",124803,215,10,899918,687,17,6,"very_unsat","high","actively_looking_into_it","LEAVE"
"one",135960,174,88,323019,769,20,1,"very_sat","little","considering","LEAVE"
"zero",88132,69,68,590122,378,3,9,"unsat","little","considering","LEAVE"
"zero",128744,0,64,297753,742,0,2,"very_unsat","very_little","no","LEAVE"
"one",131343,0,22,249238,661,1,4,"very_unsat","little","never_thought","STAY"
"one",32644,50,10,562511,135,4,5,"very_sat","little","never_thought","LEAVE"
"one",36442,78,6,224155,223,3,4,"avg","little","no","STAY"
"zero",28446,171,13,216854,208,0,5,"unsat","little","actively_looking_into_it","STAY"
"one",144755,78,0,836934,351,5,9,"very_sat","very_little","never_thought","STAY"
"one",87140,32,84,934359,350,23,2,"very_sat","little","considering","STAY"
"zero",156582,57,0,206000,814,3,13,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",63884,216,0,258643,255,23,8,"avg","little","no","LEAVE"
"zero",24564,44,0,487096,422,4,12,"very_unsat","very_high","considering","LEAVE"
"one",35502,194,5,261242,178,19,6,"very_unsat","high","no","LEAVE"
"zero",76021,167,9,975606,353,24,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",46264,232,0,217812,246,10,1,"very_unsat","little","considering","LEAVE"
"zero",37510,167,11,431161,142,18,6,"very_unsat","very_high","considering","LEAVE"
"one",59675,74,12,260255,330,21,4,"very_unsat","little","considering","LEAVE"
"zero",89960,0,18,749527,375,0,1,"unsat","very_high","actively_looking_into_it","STAY"
"zero",154780,46,33,684793,564,3,1,"very_sat","high","considering","LEAVE"
"one",44745,0,9,595840,242,0,6,"very_sat","little","perhaps","LEAVE"
"zero",42748,261,74,528018,175,3,1,"very_unsat","very_high","no","LEAVE"
"one",61355,0,48,929509,282,1,6,"very_unsat","very_high","never_thought","STAY"
"one",47807,50,0,388533,212,5,14,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",47606,217,46,286637,243,0,1,"very_sat","very_high","never_thought","LEAVE"
"one",119932,55,0,273118,739,5,10,"sat","little","considering","STAY"
"one",91911,0,0,994610,270,1,14,"unsat","very_little","actively_looking_into_it","STAY"
"zero",157455,0,19,793444,690,1,4,"avg","little","actively_looking_into_it","STAY"
"zero",98260,202,0,463846,352,11,13,"unsat","very_little","no","LEAVE"
"one",35673,59,0,674837,242,3,15,"very_unsat","little","considering","STAY"
"zero",129791,214,47,231810,575,17,1,"unsat","avg","considering","STAY"
"one",28828,40,7,304297,190,5,6,"very_sat","very_little","no","LEAVE"
"one",39916,0,0,220186,177,1,11,"avg","high","actively_looking_into_it","LEAVE"
"one",149570,166,84,278083,814,25,2,"very_sat","high","no","LEAVE"
"one",104461,251,55,332081,860,19,4,"very_unsat","very_little","considering","LEAVE"
"one",48157,217,0,595864,148,1,12,"very_unsat","very_high","no","LEAVE"
"zero",49876,196,0,190200,199,17,8,"very_sat","very_little","considering","LEAVE"
"one",36335,0,82,180522,208,0,1,"unsat","little","considering","LEAVE"
"zero",42210,64,74,350748,199,5,2,"avg","little","actively_looking_into_it","LEAVE"
"one",142814,187,17,346690,716,24,4,"unsat","high","considering","LEAVE"
"zero",39804,213,35,181443,737,16,2,"sat","very_little","considering","STAY"
"one",104265,0,11,297827,519,0,6,"very_unsat","very_little","considering","STAY"
"zero",116579,0,10,662594,139,15,5,"unsat","little","no","STAY"
"one",57022,75,15,262863,374,4,5,"unsat","little","no","LEAVE"
"one",126661,210,53,371355,634,1,1,"unsat","little","considering","STAY"
"zero",44237,0,0,504076,706,1,10,"very_sat","little","actively_looking_into_it","STAY"
"one",46423,208,0,781597,155,13,15,"unsat","little","considering","STAY"
"zero",104723,193,23,317179,707,18,5,"very_unsat","little","considering","LEAVE"
"one",33485,0,0,611841,212,1,11,"very_sat","little","no","STAY"
"zero",54235,0,0,274805,348,5,13,"unsat","little","actively_looking_into_it","LEAVE"
"zero",105185,170,11,337072,583,12,4,"sat","high","no","LEAVE"
"zero",153000,213,41,286292,768,11,2,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",114838,0,0,780343,872,0,11,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",124258,64,15,541562,649,4,4,"very_unsat","very_little","considering","LEAVE"
"one",133173,189,29,520454,159,5,1,"very_unsat","very_high","considering","LEAVE"
"zero",88832,0,7,243935,370,0,4,"unsat","little","considering","STAY"
"one",104036,0,12,156091,684,0,4,"unsat","very_high","actively_looking_into_it","STAY"
"zero",149464,57,68,166190,150,4,1,"very_sat","little","actively_looking_into_it","STAY"
"one",41456,205,85,386527,178,16,2,"avg","very_little","never_thought","LEAVE"
"zero",67508,47,12,381567,284,5,6,"unsat","little","actively_looking_into_it","STAY"
"zero",97257,0,0,817414,324,5,10,"sat","little","considering","LEAVE"
"one",90182,60,0,255520,319,4,13,"very_unsat","little","considering","STAY"
"zero",41996,185,22,781366,147,28,6,"avg","little","considering","STAY"
"one",152816,44,36,218922,494,3,2,"sat","little","considering","LEAVE"
"zero",93703,203,0,808193,219,11,13,"very_sat","very_high","no","STAY"
"zero",144148,248,0,280445,453,18,8,"very_unsat","high","considering","LEAVE"
"one",145704,196,67,434883,644,14,4,"very_unsat","very_little","actively_looking_into_it","STAY"
"one",92843,184,69,214578,360,21,4,"very_unsat","very_little","considering","LEAVE"
"zero",57299,75,14,272708,291,5,4,"very_unsat","little","never_thought","LEAVE"
"one",39492,176,23,916811,188,22,4,"very_unsat","little","no","LEAVE"
"one",75859,52,0,267357,263,3,11,"very_unsat","little","actively_looking_into_it","STAY"
"zero",65556,0,0,305893,361,1,14,"very_sat","high","considering","STAY"
"zero",105814,172,22,282118,563,13,5,"unsat","little","actively_looking_into_it","LEAVE"
"one",27640,52,0,914081,178,3,14,"unsat","very_little","no","STAY"
"one",25122,82,0,807403,215,4,13,"avg","very_little","actively_looking_into_it","STAY"
"one",44295,42,62,540706,223,3,1,"very_unsat","high","actively_looking_into_it","LEAVE"
"one",149453,100,0,968811,665,5,11,"avg","little","actively_looking_into_it","LEAVE"
"one",47711,183,17,730589,192,19,5,"unsat","little","considering","STAY"
"one",96075,207,16,319206,367,20,5,"unsat","avg","considering","LEAVE"
"one",143328,172,19,257170,873,21,4,"avg","little","actively_looking_into_it","LEAVE"
"one",60326,75,14,235698,347,5,14,"avg","very_high","never_thought","LEAVE"
"zero",76389,170,69,751878,371,15,1,"unsat","little","actively_looking_into_it","STAY"
"one",62974,67,31,532544,372,4,1,"unsat","very_little","actively_looking_into_it","STAY"
"one",53581,234,0,584366,395,29,9,"avg","very_little","never_thought","LEAVE"
"zero",153498,262,26,170408,713,15,2,"very_unsat","very_high","considering","STAY"
"one",32061,68,55,247138,209,5,2,"very_unsat","little","no","STAY"
"zero",130588,67,23,180396,258,1,4,"very_unsat","little","never_thought","STAY"
"one",51014,226,83,171754,388,26,1,"very_unsat","very_high","considering","LEAVE"
"zero",25580,0,22,979940,130,1,14,"avg","little","never_thought","STAY"
"zero",132842,263,76,459452,476,26,1,"very_sat","very_little","considering","LEAVE"
"one",122047,177,47,291376,678,26,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"one",144131,193,23,237009,791,29,4,"unsat","very_little","no","LEAVE"
"zero",40771,230,0,196170,144,15,11,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",117273,55,0,894425,588,5,9,"unsat","little","actively_looking_into_it","STAY"
"zero",122209,184,0,183347,330,1,15,"sat","very_high","actively_looking_into_it","LEAVE"
"zero",110291,64,0,376322,887,0,13,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",94279,212,0,604574,334,26,8,"unsat","little","actively_looking_into_it","STAY"
"one",119997,62,21,934494,675,4,4,"sat","very_high","actively_looking_into_it","LEAVE"
"zero",87418,108,0,176980,365,15,15,"very_sat","very_high","no","STAY"
"zero",110659,226,0,623434,693,23,14,"avg","little","considering","LEAVE"
"zero",92297,0,0,289311,344,0,13,"very_unsat","high","never_thought","LEAVE"
"one",68124,56,0,968585,264,4,11,"avg","little","actively_looking_into_it","STAY"
"one",64488,0,12,172220,356,0,5,"very_unsat","high","no","STAY"
"zero",37841,0,0,416216,224,1,8,"very_unsat","little","perhaps","STAY"
"zero",29754,56,0,965878,146,29,11,"unsat","very_little","considering","STAY"
"one",141303,60,67,400794,748,4,1,"very_unsat","little","actively_looking_into_it","STAY"
"one",75295,0,0,942279,397,0,10,"unsat","little","actively_looking_into_it","STAY"
"zero",137553,0,5,682320,335,0,4,"avg","very_high","considering","STAY"
"zero",128725,0,13,245070,470,0,6,"very_sat","very_high","perhaps","STAY"
"zero",28283,0,66,789683,145,1,1,"very_sat","very_high","considering","STAY"
"one",141302,0,36,409188,534,0,1,"unsat","very_little","considering","STAY"
"one",92906,0,14,285739,315,0,4,"unsat","little","no","STAY"
"one",133217,0,47,179107,619,0,2,"avg","very_high","perhaps","STAY"
"one",32119,0,0,874832,139,0,12,"very_unsat","avg","actively_looking_into_it","STAY"
"zero",38780,0,0,523490,342,0,8,"sat","little","no","LEAVE"
"zero",44074,48,50,676678,131,12,1,"very_unsat","very_high","no","STAY"
"zero",33591,0,16,157793,143,1,6,"very_sat","very_high","considering","STAY"
"zero",123491,225,0,577018,610,14,10,"very_unsat","little","perhaps","LEAVE"
"one",66208,0,0,473222,343,1,10,"very_sat","very_high","considering","LEAVE"
"zero",68889,76,78,425590,449,5,2,"very_sat","little","considering","LEAVE"
"zero",52949,0,76,986280,392,1,13,"very_sat","little","no","STAY"
"one",87883,162,0,416546,301,21,8,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",143836,0,87,631005,674,1,2,"very_sat","little","perhaps","LEAVE"
"zero",109471,77,0,717896,847,24,9,"sat","little","considering","STAY"
"zero",43235,216,0,239437,225,20,10,"very_sat","little","considering","LEAVE"
"zero",151672,0,17,271953,830,0,4,"very_unsat","very_little","actively_looking_into_it","STAY"
"one",39321,75,0,369169,194,3,11,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",124120,197,0,159920,685,0,14,"avg","little","no","LEAVE"
"one",41923,0,13,361573,139,1,6,"very_unsat","very_high","considering","LEAVE"
"zero",122158,0,17,152952,414,0,4,"very_sat","very_little","never_thought","STAY"
"zero",65301,37,0,158931,371,4,1,"very_unsat","very_little","perhaps","LEAVE"
"one",149439,225,48,753702,185,23,1,"very_sat","little","no","LEAVE"
"zero",138844,265,77,573982,824,11,1,"unsat","very_little","considering","LEAVE"
"zero",28395,66,78,622598,186,3,1,"avg","avg","considering","LEAVE"
"zero",155377,0,8,471591,539,0,5,"very_unsat","very_little","no","STAY"
"zero",46298,72,36,535100,143,3,2,"very_unsat","avg","actively_looking_into_it","LEAVE"
"one",143501,63,0,515444,530,3,10,"unsat","high","considering","STAY"
"one",45590,141,0,846642,662,3,13,"very_unsat","high","actively_looking_into_it","STAY"
"one",55426,223,81,689056,369,29,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",102788,207,49,990048,251,21,2,"avg","little","considering","STAY"
"zero",138869,0,17,572148,805,0,1,"avg","little","actively_looking_into_it","STAY"
"one",36268,197,0,515468,188,22,1,"very_unsat","very_little","no","LEAVE"
"one",23668,0,22,586865,248,1,6,"very_unsat","little","considering","LEAVE"
"one",55124,0,17,897743,317,0,6,"very_sat","very_little","considering","STAY"
"zero",115748,0,21,564231,584,0,2,"unsat","little","no","LEAVE"
"one",42586,220,0,878852,198,15,15,"very_unsat","very_high","considering","STAY"
"zero",77895,0,0,347048,340,1,11,"very_unsat","very_little","no","LEAVE"
"one",33390,69,0,826493,232,5,14,"unsat","little","considering","STAY"
"one",62827,33,68,494317,294,28,2,"very_sat","little","no","STAY"
"zero",64712,0,8,196294,359,0,4,"very_unsat","little","never_thought","STAY"
"one",100991,265,6,365483,484,15,1,"unsat","little","actively_looking_into_it","STAY"
"one",105779,64,8,254576,632,4,5,"very_unsat","very_high","considering","STAY"
"zero",144913,0,15,310943,768,1,6,"avg","very_high","no","STAY"
"zero",111757,193,0,625435,798,25,9,"very_sat","little","no","LEAVE"
"one",145633,75,20,239355,739,1,6,"very_unsat","high","considering","LEAVE"
"zero",45612,0,6,821297,212,0,5,"sat","very_high","no","STAY"
"one",93411,61,45,954783,372,5,1,"very_unsat","very_little","considering","LEAVE"
"one",27035,213,35,205662,200,14,2,"very_sat","little","considering","STAY"
"zero",45106,208,0,614080,133,23,11,"very_unsat","very_high","considering","LEAVE"
"one",41817,192,0,163826,244,1,14,"very_unsat","high","never_thought","STAY"
"one",155575,60,42,182937,829,3,2,"unsat","very_high","perhaps","LEAVE"
"zero",116897,215,11,294261,769,0,6,"unsat","very_high","considering","LEAVE"
"one",23147,187,0,965144,198,15,12,"very_unsat","very_high","no","LEAVE"
"one",159893,85,0,586919,859,5,9,"unsat","high","actively_looking_into_it","STAY"
"zero",148802,0,56,797083,632,1,1,"avg","very_high","no","LEAVE"
"one",96845,0,0,418865,269,1,10,"very_unsat","very_little","actively_looking_into_it","STAY"
"one",32193,0,0,165732,185,0,10,"unsat","avg","no","STAY"
"one",43647,230,86,471381,144,26,2,"unsat","very_high","considering","LEAVE"
"zero",88884,260,14,540304,312,14,6,"unsat","very_high","considering","LEAVE"
"zero",26489,0,72,280540,155,1,1,"unsat","very_high","no","LEAVE"
"one",20441,0,0,662368,305,23,12,"very_unsat","very_little","never_thought","STAY"
"zero",31264,72,11,925055,146,5,5,"very_unsat","very_high","considering","STAY"
"one",76842,212,11,502395,352,18,6,"very_sat","very_little","actively_looking_into_it","STAY"
"one",43753,214,20,778475,218,22,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",133473,46,6,795856,573,5,4,"very_unsat","little","considering","LEAVE"
"zero",34816,53,18,260215,223,4,1,"very_sat","very_high","considering","STAY"
"zero",84749,46,0,256617,329,5,13,"avg","avg","no","STAY"
"one",80468,0,32,254035,261,0,1,"very_unsat","very_little","never_thought","STAY"
"one",82922,171,58,959294,362,19,2,"very_sat","very_little","never_thought","STAY"
"zero",30265,164,69,254718,142,28,1,"unsat","high","considering","STAY"
"one",113655,192,11,226950,892,29,5,"very_unsat","little","considering","LEAVE"
"zero",122798,78,0,748531,525,5,9,"unsat","little","no","LEAVE"
"one",109031,68,73,525066,820,4,1,"very_unsat","little","actively_looking_into_it","STAY"
"one",27805,231,20,741499,166,21,6,"avg","high","never_thought","STAY"
"one",84470,28,14,476373,137,3,2,"very_unsat","very_high","no","LEAVE"
"one",31189,0,0,588233,343,1,15,"unsat","very_high","considering","LEAVE"
"one",125219,47,0,894893,771,3,10,"very_unsat","avg","perhaps","STAY"
"zero",106138,0,0,887844,508,0,5,"sat","high","considering","LEAVE"
"one",84481,195,21,971534,313,26,6,"very_unsat","little","no","STAY"
"zero",90317,171,9,969688,290,21,6,"unsat","very_high","considering","STAY"
"one",139831,57,0,554163,506,4,13,"sat","very_high","perhaps","STAY"
"zero",23966,0,0,637888,221,0,13,"unsat","high","actively_looking_into_it","STAY"
"zero",33554,56,0,221738,367,3,12,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",89972,47,6,775792,343,11,4,"very_sat","very_little","no","STAY"
"one",26044,0,71,198066,151,0,2,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",27352,53,63,985534,236,5,1,"very_unsat","little","actively_looking_into_it","STAY"
"one",64077,193,80,205509,130,26,2,"sat","very_high","no","LEAVE"
"zero",82414,203,83,437796,308,20,1,"very_unsat","very_little","considering","LEAVE"
"one",142221,233,69,160194,847,10,1,"avg","little","considering","LEAVE"
"one",23354,0,0,628170,178,1,15,"very_sat","little","considering","STAY"
"zero",64229,170,0,207112,162,29,12,"unsat","little","no","LEAVE"
"one",75222,57,10,955084,374,3,6,"very_sat","little","no","STAY"
"zero",34030,64,9,217174,231,5,4,"avg","little","considering","LEAVE"
"one",126072,59,47,434147,576,5,2,"very_sat","very_little","actively_looking_into_it","LEAVE"
"one",105026,52,20,212311,880,3,6,"very_unsat","little","considering","STAY"
"zero",86168,75,0,605298,349,4,9,"very_unsat","very_high","actively_looking_into_it","STAY"
"zero",49165,0,8,703146,218,0,4,"very_unsat","high","considering","STAY"
"one",64895,0,0,797616,311,0,13,"unsat","very_high","no","STAY"
"zero",27279,222,82,652364,208,18,2,"very_unsat","very_high","actively_looking_into_it","STAY"
"zero",43825,0,0,236752,177,1,12,"unsat","very_high","considering","STAY"
"zero",26097,187,20,932919,327,11,5,"very_sat","very_high","considering","LEAVE"
"one",70611,58,0,156212,365,5,12,"unsat","little","actively_looking_into_it","STAY"
"zero",59777,226,8,901468,349,18,6,"very_unsat","very_little","actively_looking_into_it","STAY"
"zero",71102,0,0,180593,336,0,13,"very_sat","very_high","never_thought","LEAVE"
"zero",71027,201,11,524493,392,18,6,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",53576,52,24,584765,385,4,6,"very_unsat","very_little","considering","LEAVE"
"one",102385,0,80,623687,224,0,1,"unsat","high","actively_looking_into_it","STAY"
"zero",32675,0,12,916741,229,1,4,"avg","little","no","STAY"
"zero",43623,93,67,738192,212,4,1,"very_sat","very_high","no","LEAVE"
"one",95248,0,0,180753,250,1,2,"very_sat","very_little","considering","LEAVE"
"one",31410,0,9,617306,170,1,1,"very_sat","high","no","LEAVE"
"one",87200,0,0,205107,266,1,12,"very_sat","little","considering","LEAVE"
"zero",111732,263,11,569556,818,27,12,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"one",118263,48,5,556556,725,5,5,"unsat","very_little","no","STAY"
"one",76285,158,89,260797,292,14,2,"very_sat","little","no","LEAVE"
"one",28885,0,15,572327,228,1,14,"very_unsat","high","never_thought","LEAVE"
"zero",89773,0,77,834003,344,0,4,"very_unsat","very_high","actively_looking_into_it","STAY"
"zero",47515,0,14,651857,235,0,6,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",61002,218,0,712101,213,19,9,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",72136,0,76,454013,361,0,6,"unsat","very_little","never_thought","LEAVE"
"one",51430,157,7,538584,277,22,4,"very_sat","high","considering","LEAVE"
"zero",21030,56,0,323875,239,4,9,"unsat","very_little","no","STAY"
"one",53523,197,0,569286,341,20,10,"very_unsat","high","no","LEAVE"
"one",155310,194,86,290785,538,22,1,"very_sat","little","no","STAY"
"zero",121710,25,17,557764,687,5,4,"very_sat","little","considering","LEAVE"
"zero",44564,43,0,877455,196,5,13,"unsat","avg","perhaps","STAY"
"zero",94554,34,18,666881,278,3,4,"very_sat","very_little","considering","STAY"
"one",51467,175,0,569885,375,28,12,"very_unsat","very_little","considering","LEAVE"
"zero",41084,277,13,589873,205,29,13,"unsat","very_little","perhaps","LEAVE"
"one",72900,199,0,911285,376,29,8,"unsat","very_little","no","STAY"
"one",91392,0,16,245960,355,4,5,"very_sat","little","considering","STAY"
"one",29380,0,51,623405,235,0,11,"very_sat","little","considering","STAY"
"zero",78801,54,64,557763,375,4,2,"very_sat","high","considering","LEAVE"
"zero",26647,0,0,356593,235,1,15,"unsat","high","actively_looking_into_it","LEAVE"
